Date,Open,High,Low,Close,Volume
2009-02-25,7.4765,7.5707,7.0832,7.425,71289665
2009-02-26,7.6337,7.8427,7.4536,7.4765,70827059
2009-02-27,7.2226,7.5993,7.1821,7.4478,74956365
2009-03-02,7.1933,7.2279,6.8274,6.8979,75222984
2009-03-03,7.0195,7.2919,6.851,7.0881,72466384
2009-03-04,7.5825,8.1215,7.5589,7.9601,112182047
2009-03-05,7.5589,7.8133,7.402,7.5889,84667043
2009-03-06,7.7732,7.9057,7.1755,7.4074,87868847
2009-03-09,7.1933,7.4828,7.1641,7.2332,43162522
2009-03-10,7.489,7.9246,7.4718,7.8836,76432654
2009-03-11,8.0169,8.0587,7.7732,7.9294,77284873
2009-03-12,7.9057,8.0453,7.5889,8.0044,63214637
2009-03-13,8.0746,8.1215,7.6216,7.7912,55873702
2009-03-16,7.9057,8.2083,7.7445,7.7732,50271141
2009-03-17,7.64,7.9835,7.5468,7.9634,60327372
2009-03-18,7.8608,8.2023,7.4765,7.9985,100583054
2009-03-19,8.285,8.3759,8.0453,8.1666,82563163
2009-03-20,8.1445,8.2152,7.9884,8.0453,51974462
2009-03-23,8.29,8.6434,8.2713,8.6434,58463882
2009-03-24,8.3419,8.4924,8.2023,8.2772,63156853
2009-03-25,8.3419,8.5671,8.1155,8.3071,67183639
2009-03-26,8.5048,8.6434,8.3657,8.5866,58205646
2009-03-27,8.2551,8.3002,8.0587,8.1333,60594381
2009-03-30,7.8133,7.8304,7.4608,7.5416,75149830
2009-03-31,7.7732,7.9343,7.5993,7.6862,52190114
2009-04-01,7.6216,8.0044,7.5707,7.9835,42838402
2009-04-02,8.4693,8.8356,8.4116,8.6724,83279335
2009-04-03,8.7259,8.9561,8.638,8.8637,55903707
2009-04-06,8.6906,8.7259,8.4355,8.6199,47823210
2009-04-07,8.4453,8.5333,8.336,8.347,56790982
2009-04-08,8.5546,8.638,8.3828,8.5279,41483860
2009-04-09,8.8918,9.2415,8.8238,9.2234,59477381
2009-04-13,9.0966,9.635,9.0884,9.4572,57542717
2009-04-14,9.421,9.687,9.2823,9.3213,58322315
2009-04-15,9.2461,9.4491,9.2135,9.3974,41912711
2009-04-16,9.53,9.628,9.2823,9.4445,55961473
2009-04-17,9.4255,9.4726,9.2234,9.2941,45302897
2009-04-20,9.0204,9.0204,8.6199,8.6199,54365693
2009-04-21,8.4924,8.9751,8.4219,8.841,47253817
2009-04-22,8.793,9.208,8.7594,8.9389,58285694
2009-04-23,9.0793,9.2588,9.0268,9.1781,50170415
2009-04-24,9.3802,9.595,9.3258,9.4908,49236305
2009-04-27,9.2415,9.3258,9.0141,9.0848,42240713
2009-04-28,8.9226,9.0721,8.841,8.9969,40143647
2009-04-29,9.102,9.3856,9.0793,9.276,38722362
2009-04-30,9.3974,9.699,9.3856,9.537,76638720
2009-05-01,9.56,10.215,9.543,10.065,64107957
2009-05-04,10.116,10.9,9.977,10.791,69974072
2009-05-05,10.976,11.005,10.564,10.802,46528243
2009-05-06,10.923,11.149,10.869,10.999,53322184
2009-05-07,11.033,11.149,10.39,10.585,62331318
2009-05-08,10.853,10.993,10.556,10.865,50425084
2009-05-11,10.673,11.155,10.556,10.942,57954334
2009-05-12,11.121,11.145,10.488,10.638,67825804
2009-05-13,10.257,10.278,9.878,10.029,77379143
2009-05-14,10.04,10.266,9.953,10.18,53766471
2009-05-15,10.238,10.373,9.92,10.036,43252614
2009-05-18,10.245,10.969,10.2,10.869,56889265
2009-05-19,10.894,11.428,10.832,11.202,53374597
2009-05-20,11.41,11.851,11.162,11.237,61985667
2009-05-21,10.946,10.976,10.536,10.785,61191895
2009-05-22,10.853,10.923,10.662,10.813,37216567
2009-05-26,10.634,11.202,10.495,11.126,42059512
2009-05-27,11.213,11.323,10.802,10.836,49413935
2009-05-28,10.993,11.247,10.825,11.202,40086948
2009-05-29,11.496,11.55,11.01,11.063,53212646
2009-06-01,11.612,11.926,11.562,11.811,52832841
2009-06-02,11.718,11.771,11.428,11.597,58238447
2009-06-03,11.284,11.347,10.725,10.832,53197773
2009-06-04,10.771,11.392,10.662,11.191,45710490
2009-06-05,11.58,11.653,11.108,11.266,58630872
2009-06-08,10.993,11.406,10.853,11.306,46723412
2009-06-09,11.532,11.597,11.205,11.435,49109535
2009-06-10,11.706,11.736,11.242,11.491,53334758
2009-06-11,11.538,12.286,11.503,12.033,69417173
2009-06-12,11.66,11.764,11.44,11.59,55841020
2009-06-15,11.294,11.323,10.928,11.116,54612027
2009-06-16,11.347,11.399,10.771,10.859,58847042
2009-06-17,10.749,10.928,10.476,10.745,54951602
2009-06-18,10.771,10.923,10.585,10.685,40081632
2009-06-19,10.865,10.976,10.656,10.708,32609969
2009-06-22,10.373,10.395,9.803,9.808,72080235
2009-06-23,9.908,10.233,9.765,10.146,45002173
2009-06-24,10.332,10.471,9.903,10.061,56094717
2009-06-25,9.983,10.465,9.815,10.447,60080695
2009-06-26,10.43,10.495,10.257,10.32,37672792
2009-06-29,10.373,10.43,10.193,10.297,34890176
2009-06-30,10.36,10.419,9.983,10.187,51222090
2009-07-01,10.373,10.615,10.292,10.349,41484873
2009-07-02,10.068,10.266,9.498,10.081,42809698
2009-07-06,9.765,9.914,9.635,9.89,46995176
2009-07-07,9.753,9.815,9.1654,9.1781,89489670
2009-07-08,9.3802,9.4781,9.0032,9.3113,88436467
2009-07-09,9.4844,9.583,9.3059,9.3974,41858812
2009-07-10,9.2008,9.363,9.1536,9.3113,31248827
2009-07-13,9.3449,9.548,9.0793,9.502,46632321
2009-07-14,9.595,9.658,9.3974,9.4572,45841902
2009-07-15,9.867,10.441,9.867,10.441,83224078
2009-07-16,10.278,10.499,10.146,10.425,48812196
2009-07-17,10.517,10.54,10.292,10.39,49185257
2009-07-20,10.68,10.989,10.673,10.976,52445296
2009-07-21,11.116,11.202,10.759,11.01,47689890
2009-07-22,10.913,11.074,10.759,10.802,54500335
2009-07-23,10.928,11.311,10.869,11.162,54064272
2009-07-24,11.121,11.365,11.067,11.205,36155945
2009-07-27,11.311,11.422,11.155,11.358,34452731
2009-07-28,11.242,11.428,11.091,11.323,51358371
2009-07-29,11.121,11.121,10.832,10.969,51717385
2009-07-30,11.23,11.428,11.219,11.237,54764965
2009-07-31,11.205,11.538,11.165,11.399,39928450
2009-08-03,11.799,12.054,11.73,12.004,49983763
2009-08-04,11.905,12.241,11.868,12.093,50487081
2009-08-05,12.093,12.204,11.764,12.054,40598630
2009-08-06,12.101,12.158,11.632,11.792,51332110
2009-08-07,12.014,12.142,11.799,12.014,36046990
2009-08-10,11.905,11.944,11.647,11.839,35325936
2009-08-11,11.619,11.672,11.41,11.562,42773607
2009-08-12,11.527,11.764,11.452,11.712,29055423
2009-08-13,11.933,12.061,11.73,12.025,39061701
2009-08-14,12.123,12.164,11.746,11.968,41348299
2009-08-17,11.538,11.538,11.219,11.351,46602797
2009-08-18,11.382,11.555,11.382,11.435,36060326
2009-08-19,11.155,11.562,11.108,11.466,37966965
2009-08-20,11.496,11.625,11.458,11.538,30801386
2009-08-21,11.764,11.859,11.647,11.859,38065895
2009-08-24,12.088,12.158,11.875,11.916,32826276
2009-08-25,11.979,12.119,11.642,11.678,53924569
2009-08-26,11.632,11.642,11.446,11.59,48676031
2009-08-27,11.55,11.619,11.261,11.573,45146188
2009-08-28,11.685,11.776,11.508,11.59,36874478
2009-08-31,11.347,11.347,11.05,11.097,57897601
2009-09-01,11.191,11.538,10.981,11.039,57371817
2009-09-02,10.958,11.242,10.913,11.121,39448865
2009-09-03,11.23,11.318,11.091,11.277,36282567
2009-09-04,11.382,11.653,11.237,11.653,38113902
2009-09-08,12.018,12.112,11.891,12.088,42220334
2009-09-09,12.093,12.147,11.905,12.033,29376597
2009-09-10,12.072,12.35,11.938,12.34,41076072
2009-09-11,12.397,12.483,12.158,12.241,35630679
2009-09-14,11.996,12.389,11.984,12.362,29903126
2009-09-15,12.368,12.71,12.257,12.605,56648836
2009-09-16,12.785,13.017,12.67,12.972,52798446
2009-09-17,12.849,13.039,12.67,12.714,41883147
2009-09-18,12.779,12.855,12.601,12.744,37086156
2009-09-21,12.7,12.895,12.46,12.866,46601986
2009-09-22,13.122,13.546,12.995,13.446,52467038
2009-09-23,13.376,13.62,13.297,13.297,49088290
2009-09-24,13.382,13.41,12.798,12.976,50590343
2009-09-25,12.966,13.134,12.808,13.023,29912941
2009-09-28,13.086,13.331,13.023,13.297,28483262
2009-09-29,13.324,13.382,13.116,13.226,25250120
2009-09-30,13.389,13.546,13.104,13.365,41289701
2009-10-01,13.354,13.434,12.855,12.885,37770056
2009-10-02,12.687,13.365,12.659,13.244,50969152
2009-10-05,13.354,13.662,13.318,13.568,31890746
2009-10-06,13.788,13.98,13.541,13.788,40859901
2009-10-07,13.776,14.196,13.662,14.102,47667254
2009-10-08,14.334,14.606,14.196,14.426,60501738
2009-10-09,14.409,14.584,14.344,14.572,33324848
2009-10-12,14.653,14.933,14.468,14.606,28131207
2009-10-13,14.45,14.566,14.317,14.443,33121145
2009-10-14,14.88,15.599,14.74,15.419,69971040
2009-10-15,15.389,15.599,15.281,15.546,48533860
2009-10-16,15.087,15.356,14.933,15.356,47499889
2009-10-19,15.378,15.852,15.32,15.768,36189971
2009-10-20,15.389,15.482,14.729,15.281,76719661
2009-10-21,15.436,16.025,15.326,15.558,58540895
2009-10-22,15.708,15.861,15.366,15.716,45266648
2009-10-23,16.046,16.288,15.517,15.57,48629394
2009-10-26,15.669,16.057,15.281,15.436,42572625
2009-10-27,15.402,15.494,14.889,14.933,54454530
2009-10-28,14.74,14.763,13.905,13.992,64971447
2009-10-29,14.503,15.611,14.45,15.413,73634006
2009-10-30,15.552,15.57,14.496,14.729,71642568
2009-11-02,14.875,15.366,14.699,15.082,50848546
2009-11-03,14.426,15.459,14.415,15.389,50459776
2009-11-04,15.738,15.919,15.425,15.511,51759111
2009-11-05,15.835,15.969,15.65,15.919,36505825
2009-11-06,15.733,15.958,15.618,15.882,34761165
2009-11-09,16.231,16.742,16.186,16.486,53090897
2009-11-10,16.433,16.632,16.057,16.342,44503361
2009-11-11,16.544,16.603,16.052,16.208,43443268
2009-11-12,16.033,16.237,15.419,15.669,44442268
2009-11-13,15.471,16.1,15.471,16.052,48950219
2009-11-16,16.162,16.701,16.15,16.571,52739844
2009-11-17,16.539,16.875,16.324,16.822,39107837
2009-11-18,16.835,16.943,16.403,16.614,38153100
2009-11-19,16.392,16.516,16.017,16.428,36371858
2009-11-20,16.247,16.37,15.928,16.283,27070211
2009-11-23,16.729,16.805,16.411,16.544,28933934
2009-11-24,16.48,16.712,16.265,16.655,27442110
2009-11-25,16.735,17.176,16.682,17.06,35301037
2009-11-27,16.272,16.852,16.202,16.666,30219663
2009-11-30,16.701,16.794,16.312,16.562,38135008
2009-12-01,16.967,17.222,16.899,16.974,40383467
2009-12-02,17.032,17.188,16.868,16.986,39251735
2009-12-03,17.124,17.292,16.608,16.69,37066035
2009-12-04,17.06,17.176,16.237,16.301,46549346
2009-12-07,16.288,16.539,16.103,16.296,30510138
2009-12-08,16.067,16.103,15.686,15.876,37489210
2009-12-09,15.814,16.219,15.733,16.19,30583953
2009-12-10,16.451,16.579,16.132,16.312,29574895
2009-12-11,16.502,16.571,16.361,16.516,25157135
2009-12-14,16.701,16.908,16.608,16.868,21880899
2009-12-15,16.69,16.94,16.678,16.755,17579670
2009-12-16,16.777,16.967,16.682,16.735,26231143
2009-12-17,16.33,16.383,15.796,15.871,38136385
2009-12-18,15.83,16.114,15.674,15.871,41248609
2009-12-21,16.04,16.18,15.814,15.861,31034986
2009-12-22,16.025,16.262,15.876,16.198,24154703
2009-12-23,16.283,16.729,16.272,16.48,29215192
2009-12-24,16.549,16.805,16.539,16.712,8157850
2009-12-28,16.908,17.007,16.707,16.777,18435879
2009-12-29,16.88,16.952,16.579,16.608,18743498
2009-12-30,16.539,16.841,16.51,16.603,22160141
2009-12-31,16.666,16.88,16.403,16.77,16977289
2010-01-04,17.095,17.495,17.06,17.478,33416329
2010-01-05,17.416,17.919,17.386,17.663,41717892
2010-01-06,17.663,18.155,17.6,17.942,41701859
2010-01-07,17.919,18.007,17.663,17.995,27693631
2010-01-08,18.129,18.418,18.064,18.186,25387610
2010-01-11,18.373,18.466,17.926,18.099,29057908
2010-01-12,17.692,18.011,17.622,17.987,39472538
2010-01-13,18.162,18.233,17.809,18.042,37252928
2010-01-14,18.042,18.181,17.762,17.821,34293817
2010-01-15,17.832,17.832,17.345,17.525,39393466
2010-01-19,17.769,18.086,17.762,18.023,25948809
2010-01-20,17.663,17.671,16.755,17.472,49159782
2010-01-21,17.361,17.379,16.486,16.571,52797499
2010-01-22,16.288,16.392,15.876,15.969,64228327
2010-01-25,16.208,16.474,15.903,15.912,32502580
2010-01-26,15.723,15.802,15.366,15.449,64415183
2010-01-27,15.205,15.402,14.979,15.32,60383261
2010-01-28,15.511,15.552,14.855,15.124,47703058
2010-01-29,15.449,15.564,14.768,14.897,48705185
2010-02-01,15.087,15.825,15.087,15.743,39010648
2010-02-02,15.965,16.046,15.669,15.924,40208399
2010-02-03,15.778,15.958,15.541,15.599,33793195
2010-02-04,15.303,15.309,14.547,14.561,63267480
2010-02-05,14.496,14.885,13.986,14.867,81271176
2010-02-08,14.875,15.175,14.538,14.547,49604916
2010-02-09,15.18,15.459,14.984,15.209,50649619
2010-02-10,15.184,15.309,14.85,15.135,47762060
2010-02-11,14.566,15.686,14.519,15.655,88075208
2010-02-12,15.269,15.611,15.135,15.558,47764489
2010-02-16,15.969,16.399,15.912,16.272,46354161
2010-02-17,16.403,16.459,16.017,16.306,42907321
2010-02-18,16.18,16.647,16.15,16.567,44114378
2010-02-19,16.459,16.916,16.422,16.647,42555296
2010-02-22,16.763,16.827,16.254,16.254,31335353
2010-02-23,16.144,16.272,15.723,15.903,40670753
2010-02-24,16.033,16.208,15.867,15.982,33023151
2010-02-25,15.627,16.172,15.488,16.132,43352146
2010-02-26,16.237,16.361,15.94,16.1,35940569
2010-03-01,16.288,16.522,16.231,16.44,30072380
2010-03-02,16.62,17.142,16.544,16.852,55459042
2010-03-03,17.17,17.31,16.777,16.835,41793925
2010-03-04,16.921,17.129,16.591,17.06,48323727
2010-03-05,17.374,17.751,17.321,17.716,53423047
2010-03-08,17.803,17.868,17.495,17.589,38463198
2010-03-09,17.361,17.895,17.361,17.739,42314765
2010-03-10,17.692,17.832,17.416,17.56,46129441
2010-03-11,17.426,17.443,17.129,17.419,37840437
2010-03-12,17.571,17.594,17.315,17.35,39383179
2010-03-15,17.287,17.454,17.182,17.426,28545914
2010-03-16,17.577,17.88,17.501,17.832,45208902
2010-03-17,17.93,18.459,17.699,17.745,43833342
2010-03-18,17.658,17.79,17.327,17.361,37776942
2010-03-19,17.52,17.547,17.042,17.2,37690258
2010-03-22,16.927,17.438,16.811,17.356,38450523
2010-03-23,17.861,18.373,17.832,18.239,82738298
2010-03-24,17.982,18.267,17.935,18.093,45835200
2010-03-25,18.327,18.429,17.733,17.784,49267940
2010-03-26,17.832,18.053,17.692,17.784,42854449
2010-03-29,18.204,18.487,18.059,18.487,40175457
2010-03-30,18.777,18.869,18.487,18.657,56447168
2010-03-31,18.621,18.812,18.406,18.598,46902471
2010-04-01,18.946,19.049,18.83,19.043,43163358
2010-04-05,19.178,19.246,18.953,19.016,32030377
2010-04-06,18.864,19.201,18.837,19.062,31750789
2010-04-07,19.038,19.3,18.923,19.116,60097332
2010-04-08,18.904,19.479,18.86,19.451,52609094
2010-04-09,19.52,19.636,19.34,19.614,52526011
2010-04-12,19.624,19.851,19.451,19.561,32390281
2010-04-13,19.467,19.809,19.368,19.629,36749949
2010-04-14,19.965,20.024,19.809,19.961,35775775
2010-04-15,19.741,20.054,19.636,19.64,38616736
2010-04-16,19.67,19.793,19.126,19.328,55847494
2010-04-19,19.126,19.281,18.742,19.057,54943547
2010-04-20,19.178,19.29,18.755,18.777,36139214
2010-04-21,18.673,18.777,18.239,18.445,42523655
2010-04-22,18.32,18.721,18.064,18.701,43635626
2010-04-23,18.683,18.788,18.431,18.662,32570524
2010-04-26,18.904,19.021,18.663,18.673,33042682
2010-04-27,18.373,18.441,17.513,17.6,78597151
2010-04-28,17.821,17.855,17.142,17.56,75452973
2010-04-29,17.908,18.248,17.855,18.151,62085383
2010-04-30,18.059,18.099,17.622,17.692,44387721
2010-05-03,17.796,17.966,17.262,17.391,44557623
2010-05-04,17.025,17.042,16.306,16.451,91754914
2010-05-05,16.011,16.712,15.754,16.403,86354023
2010-05-06,16.301,16.666,14.636,15.835,105510207
2010-05-07,15.889,16.162,15.199,15.708,91983127
2010-05-10,17.066,17.204,16.759,17.088,77102972
2010-05-11,16.666,17.119,16.62,16.718,55151797
2010-05-12,16.991,17.032,16.678,16.729,35887799
2010-05-13,16.678,16.868,16.462,16.516,38688704
2010-05-14,16.186,16.265,15.633,15.976,75248224
2010-05-17,15.772,15.958,15.164,15.592,68636774
2010-05-18,15.976,16.017,14.966,15.048,64684035
2010-05-19,14.554,14.889,14.201,14.66,98612633
2010-05-20,13.864,14.252,13.62,13.852,108298981
2010-05-21,13.643,14.885,13.62,14.85,97979312
2010-05-24,14.933,15.064,14.542,14.542,66389236
2010-05-25,13.783,14.775,13.666,14.716,76552876
2010-05-26,15.157,15.686,14.642,14.787,95252069
2010-05-27,15.465,15.982,15.275,15.919,81747123
2010-05-28,15.951,16.064,15.505,15.708,60018032
2010-06-01,15.708,15.958,15.482,15.505,76245791
2010-06-02,15.621,16.107,15.581,16.057,48229483
2010-06-03,16.132,16.403,15.209,15.581,66744738
2010-06-04,15.356,15.465,14.653,14.759,64078779
2010-06-07,14.815,14.85,14.27,14.294,55186830
2010-06-08,14.45,14.729,14.252,14.683,54319841
2010-06-09,14.995,15.336,14.793,14.815,57899180
2010-06-10,15.245,15.501,15.214,15.389,51004599
2010-06-11,15.193,15.65,15.193,15.618,33174896
2010-06-14,15.987,16.121,15.505,15.564,59425857
2010-06-15,15.783,16.132,15.655,16.052,37397706
2010-06-16,16.017,16.208,15.691,15.796,53317955
2010-06-17,15.861,15.906,15.336,15.541,42285784
2010-06-18,15.53,15.723,15.349,15.53,33724189
2010-06-21,16.15,16.317,15.928,16.023,55254426
2010-06-22,16.067,16.219,15.708,15.723,39951448
2010-06-23,15.723,15.861,15.459,15.822,36928684
2010-06-24,15.726,15.768,15.384,15.471,34244126
2010-06-25,15.64,15.835,15.378,15.802,34607588
2010-06-28,15.79,15.871,15.373,15.384,35818001
2010-06-29,14.787,14.787,14.288,14.392,70426358
2010-06-30,14.4,14.605,14.006,14.064,46441461
2010-07-01,14.108,14.299,13.783,14.235,56466808
2010-07-02,14.461,14.509,14.055,14.323,34190192
2010-07-06,14.589,14.678,14.033,14.229,45158784
2010-07-07,14.184,14.735,14.171,14.729,61317871
2010-07-08,14.885,15.227,14.509,14.855,39172796
2010-07-09,14.745,15.262,14.722,15.199,30986440
2010-07-12,14.855,14.933,14.438,14.572,37098438
2010-07-13,14.763,14.861,14.572,14.704,41701637
2010-07-14,14.519,14.716,14.415,14.63,33677208
2010-07-15,14.579,14.584,14.247,14.438,35086608
2010-07-16,14.263,14.392,14.044,14.061,43763061
2010-07-19,14.224,14.352,14.113,14.311,28097345
2010-07-20,14.426,15.309,14.392,15.275,81371134
2010-07-21,15.674,15.802,15.184,15.303,63036384
2010-07-22,15.64,16.023,15.611,15.825,39346662
2010-07-23,15.723,16.064,15.662,16.017,36810366
2010-07-26,16.046,16.064,15.796,15.94,22941124
2010-07-27,16.103,16.156,15.669,15.852,28899672
2010-07-28,15.83,16.156,15.814,16.052,32369388
2010-07-29,16.225,16.353,15.919,15.924,40450459
2010-07-30,15.871,16.301,15.778,16.064,36892708
2010-08-02,16.462,16.857,16.324,16.794,43175832
2010-08-03,16.695,16.902,16.562,16.794,32631885
2010-08-04,16.817,16.835,16.474,16.782,30572671
2010-08-05,16.701,16.857,16.614,16.841,25044631
2010-08-06,16.722,16.916,16.595,16.755,25879756
2010-08-09,16.886,16.991,16.77,16.841,18013051
2010-08-10,16.549,16.637,16.317,16.567,33378008
2010-08-11,16.166,16.18,15.876,15.903,36856813
2010-08-12,15.64,16.074,15.621,16.011,26191202
2010-08-13,16.126,16.272,16.025,16.033,19336403
2010-08-16,16.166,16.469,16.052,16.403,24600926
2010-08-17,16.544,16.666,16.353,16.556,29400733
2010-08-18,16.655,16.759,16.462,16.678,27863984
2010-08-19,16.735,16.868,16.44,16.533,28015582
2010-08-20,16.486,16.486,16.138,16.272,29780193
2010-08-23,16.411,16.417,15.716,15.772,40466730
2010-08-24,15.449,15.65,15.384,15.471,30762403
2010-08-25,15.336,15.373,15.052,15.326,36197847
2010-08-26,15.494,15.645,15.117,15.171,25698748
2010-08-27,15.336,15.768,15.227,15.754,30687630
2010-08-30,15.611,15.691,15.297,15.32,22451428
2010-08-31,15.392,15.644,15.32,15.514,29020155
2010-09-01,15.934,16.494,15.919,16.459,47877338
2010-09-02,16.361,16.494,16.225,16.48,26022576
2010-09-03,16.735,16.77,16.288,16.336,28985900
2010-09-07,16.19,16.33,15.697,15.987,30923092
2010-09-08,16.052,16.172,15.876,15.912,25535217
2010-09-09,16.219,16.225,15.969,16.017,24992602
2010-09-10,16.052,16.08,15.796,15.912,17684552
2010-09-13,16.208,16.486,16.114,16.451,36214393
2010-09-14,16.347,16.655,16.262,16.342,32036244
2010-09-15,16.247,16.288,16.08,16.288,27925324
2010-09-16,16.237,16.317,16.15,16.283,26449699
2010-09-17,16.272,16.317,16.1,16.156,32114473
2010-09-20,16.19,16.306,16.025,16.283,30680458
2010-09-21,16.219,16.62,16.138,16.539,38408926
2010-09-22,16.707,17.088,16.666,16.763,55638469
2010-09-23,16.729,17.107,16.637,16.817,52431707
2010-09-24,17.269,17.461,17.2,17.426,54966922
2010-09-27,17.484,17.902,17.386,17.675,45157192
2010-09-28,17.756,18.002,17.53,17.902,44996457
2010-09-29,17.849,18.042,17.796,17.855,37646743
2010-09-30,18.113,18.161,17.869,18.138,37533130
2010-10-01,18.331,18.527,18.186,18.387,39980139
2010-10-04,18.254,18.387,18.162,18.379,37052893
2010-10-05,18.429,18.853,18.361,18.755,43627893
2010-10-06,18.773,19.049,18.755,18.887,36984348
2010-10-07,18.946,18.985,18.499,18.673,37351841
2010-10-08,18.632,18.91,18.545,18.668,33424640
2010-10-11,18.796,18.992,18.738,18.849,19337100
2010-10-12,18.742,18.742,18.342,18.585,30686045
2010-10-13,18.974,19.084,18.904,19.027,36261355
2010-10-14,19.057,19.29,18.904,19.002,42622022
2010-10-15,18.86,18.958,18.523,18.761,40553916
2010-10-18,18.697,19.178,18.592,19.084,26836209
2010-10-19,18.721,18.721,18.291,18.412,43796767
2010-10-20,18.579,19.223,18.57,19.079,45532166
2010-10-21,19.102,19.201,18.383,18.621,42716382
2010-10-22,18.725,18.806,18.336,18.603,24959636
2010-10-25,18.819,19.021,18.766,18.819,28379574
2010-10-26,18.632,19.102,18.494,19.049,30067108
2010-10-27,18.899,18.899,18.379,18.579,36861525
2010-10-28,18.812,18.953,18.445,18.445,46137193
2010-10-29,18.47,18.715,18.397,18.643,34057878
2010-11-01,18.598,18.958,18.592,18.806,31162411
2010-11-02,19.062,19.346,18.928,19.155,28498988
2010-11-03,19.062,19.098,18.557,18.83,40421152
2010-11-04,19.143,19.66,19.138,19.608,49172278
2010-11-05,19.485,19.754,19.409,19.619,32914687
2010-11-08,19.474,19.67,19.38,19.619,23899118
2010-11-09,19.763,19.938,19.171,19.321,41484086
2010-11-10,19.34,19.474,18.849,19.3,42512699
2010-11-11,19.121,19.409,19.091,19.364,33744147
2010-11-12,19.043,19.269,18.643,18.777,34604772
2010-11-15,19.102,19.126,18.755,18.781,21999982
2010-11-16,18.539,18.576,18.035,18.28,48571129
2010-11-17,18.342,18.534,18.169,18.254,31928056
2010-11-18,18.697,19.016,18.585,18.899,34519531
2010-11-19,18.725,19.079,18.673,18.904,27562588
2010-11-22,18.887,19.062,18.663,18.958,33395499
2010-11-23,18.523,18.564,18.191,18.387,37782273
2010-11-24,18.615,18.946,18.609,18.895,25649486
2010-11-26,18.564,18.663,18.435,18.445,12770346
2010-11-29,18.383,18.738,18.115,18.712,30821589
2010-11-30,18.38,18.704,18.243,18.38,40694584
2010-12-01,18.819,19.143,18.773,19.049,31002524
2010-12-02,19.108,19.531,19.062,19.474,31791299
2010-12-03,19.394,19.92,19.364,19.91,28365016
2010-12-06,19.827,19.996,19.805,19.874,25569565
2010-12-07,20.257,20.302,19.648,19.682,33964345
2010-12-08,19.694,19.775,19.321,19.485,30551788
2010-12-09,19.594,19.601,19.178,19.38,30674746
2010-12-10,19.439,19.67,19.318,19.67,21663919
2010-12-13,19.868,20.257,19.839,20.101,32097376
2010-12-14,20.199,20.302,19.925,20.031,26737296
2010-12-15,19.903,19.972,19.636,19.793,25818473
2010-12-16,19.716,19.887,19.619,19.775,25573721
2010-12-17,19.579,19.716,19.531,19.682,24305359
2010-12-20,19.734,19.799,19.514,19.524,25273759
2010-12-21,19.834,20.024,19.799,19.839,23030756
2010-12-22,19.834,20.054,19.624,20.041,21411927
2010-12-23,19.747,19.961,19.747,19.956,13919963
2010-12-27,19.624,19.636,19.38,19.474,21340573
2010-12-28,19.265,19.474,19.057,19.242,22737687
2010-12-29,19.181,19.622,19.165,19.588,22327123
2010-12-30,19.663,19.905,19.617,19.874,25154713
2010-12-31,19.861,20.167,19.83,20.056,12927559
2011-01-03,20.257,20.568,20.245,20.38,35181393
2011-01-04,20.553,20.784,20.356,20.779,42314635
2011-01-05,20.576,20.907,20.542,20.833,31960171
2011-01-06,20.798,20.847,20.368,20.38,36498177
2011-01-07,20.436,20.506,20.031,20.29,32017085
2011-01-10,20.262,20.321,20.007,20.152,30808671
2011-01-11,20.542,20.553,20.345,20.494,35622405
2011-01-12,20.802,21.237,20.726,21.237,50467830
2011-01-13,21.323,21.494,20.864,20.879,42003592
2011-01-14,20.814,21.017,20.708,20.971,26829768
2011-01-18,21.499,21.609,21.161,21.508,32489952
2011-01-19,21.494,21.515,20.93,21.103,32494528
2011-01-20,20.853,20.907,20.356,20.691,55386508
2011-01-21,20.987,21.022,20.547,20.58,26835351
2011-01-24,20.697,21.069,20.662,20.907,30365879
2011-01-25,20.667,20.773,20.345,20.593,33866740
2011-01-26,20.86,21.098,20.726,20.993,40496313
2011-01-27,20.993,21.05,20.547,20.593,30314894
2011-01-28,20.454,20.506,19.64,19.839,54044678
2011-01-31,20.001,20.246,19.957,20.202,36618227
2011-02-01,20.467,20.82,20.384,20.662,32880197
2011-02-02,20.697,20.807,20.17,20.239,33379364
2011-02-03,20.396,20.412,19.99,20.129,32594756
2011-02-04,20.101,20.141,19.554,19.956,38736362
2011-02-07,19.815,20.093,19.754,19.92,26801983
2011-02-08,19.978,20.024,19.682,19.95,33829057
2011-02-09,19.799,19.858,19.3,19.433,37309812
2011-02-10,19.346,19.747,19.254,19.619,36421573
2011-02-11,19.655,20.036,19.509,19.938,28955357
2011-02-14,20.031,20.47,20.024,20.38,35823268
2011-02-15,20.239,20.482,20.199,20.384,30610314
2011-02-16,20.396,20.536,20.194,20.482,28943109
2011-02-18,20.482,20.519,20.239,20.321,33902410
2011-02-22,19.689,20.054,19.351,19.398,48894486
2011-02-23,19.394,19.793,19.201,19.689,38889242
2011-02-24,19.898,19.898,19.467,19.844,35497707
2011-02-25,20.112,20.275,19.754,19.88,34737037
2011-02-28,19.92,20.021,19.551,19.858,27799158
2011-03-01,19.952,19.981,19.542,19.581,29792252
2011-03-02,19.499,20.015,19.475,19.912,27359295
2011-03-03,20.169,20.239,20.034,20.227,25767138
2011-03-04,20.112,20.204,19.747,20.013,26428296
2011-03-07,19.972,20.031,19.126,19.276,43166423
